Id,Date,Activity_Hour,Calories,Total_Intensity,Average_Intensity,Total_Steps
1503960366,15/04/2016,2:00:00 AM,59,7,0.116667002,124
1503960366,15/04/2016,3:00:00 AM,47,0,0,0
1503960366,15/04/2016,4:00:00 AM,47,0,0,0
1503960366,15/04/2016,5:00:00 AM,49,1,0.016666999,26
1503960366,15/04/2016,6:00:00 AM,47,0,0,0
1503960366,15/04/2016,7:00:00 AM,49,1,0.016666999,7
1503960366,15/04/2016,8:00:00 AM,54,5,0.083333001,55
1503960366,15/04/2016,9:00:00 AM,50,2,0.033333,21
1503960366,15/04/2016,10:00:00 AM,63,8,0.133332998,154
1503960366,15/04/2016,11:00:00 AM,84,23,0.383332998,425
1503960366,15/04/2016,12:00:00 PM,74,13,0.216666996,270
1503960366,15/04/2016,1:00:00 PM,67,9,0.150000006,373
1503960366,15/04/2016,2:00:00 PM,47,0,0,0
1503960366,15/04/2016,3:00:00 PM,47,0,0,0
1503960366,15/04/2016,4:00:00 PM,47,0,0,0
1503960366,15/04/2016,5:00:00 PM,140,47,0.783333004,1774
1503960366,15/04/2016,6:00:00 PM,87,22,0.366667002,509
1503960366,15/04/2016,7:00:00 PM,97,32,0.533333004,519
1503960366,15/04/2016,8:00:00 PM,64,8,0.133332998,77
1503960366,15/04/2016,9:00:00 PM,75,14,0.233333007,280
1503960366,15/04/2016,10:00:00 PM,151,66,1.100000024,2145
1503960366,15/04/2016,11:00:00 PM,182,95,1.583333015,2768
1503960366,16/04/2016,12:00:00 AM,77,15,0.25,459
1503960366,16/04/2016,1:00:00 AM,48,0,0,0
1503960366,16/04/2016,2:00:00 AM,52,3,0.050000001,63
1503960366,16/04/2016,3:00:00 AM,48,1,0.016666999,6
1503960366,16/04/2016,4:00:00 AM,49,1,0.016666999,6
1503960366,16/04/2016,5:00:00 AM,49,1,0.016666999,12
1503960366,16/04/2016,6:00:00 AM,48,0,0,0
1503960366,16/04/2016,7:00:00 AM,54,4,0.066666998,101
1503960366,16/04/2016,8:00:00 AM,62,9,0.150000006,175
1503960366,16/04/2016,9:00:00 AM,124,38,0.633333027,1181
1503960366,16/04/2016,10:00:00 AM,110,14,0.233333007,1295
1503960366,16/04/2016,11:00:00 AM,147,30,0.5,2043
1503960366,16/04/2016,12:00:00 PM,119,42,0.699999988,1513
1503960366,16/04/2016,1:00:00 PM,214,90,1.5,3616
1503960366,16/04/2016,2:00:00 PM,82,20,0.333332986,580
1503960366,16/04/2016,3:00:00 PM,51,0,0,0
1503960366,16/04/2016,4:00:00 PM,54,2,0.033333,15
1503960366,16/04/2016,5:00:00 PM,79,17,0.283333004,380
1503960366,16/04/2016,6:00:00 PM,65,10,0.166666999,96
1503960366,16/04/2016,7:00:00 PM,67,12,0.200000003,146
1503960366,16/04/2016,8:00:00 PM,81,19,0.316666991,385
1503960366,16/04/2016,9:00:00 PM,75,13,0.216666996,463
1503960366,16/04/2016,10:00:00 PM,55,3,0.050000001,42
1503960366,16/04/2016,11:00:00 PM,56,5,0.083333001,92
1503960366,17/04/2016,12:00:00 AM,47,0,0,0
1503960366,17/04/2016,1:00:00 AM,48,0,0,0
1503960366,17/04/2016,2:00:00 AM,47,0,0,0
1503960366,17/04/2016,3:00:00 AM,49,1,0.016666999,8
1503960366,17/04/2016,4:00:00 AM,48,0,0,0
1503960366,17/04/2016,5:00:00 AM,48,0,0,0
1503960366,17/04/2016,6:00:00 AM,48,0,0,0
1503960366,17/04/2016,7:00:00 AM,48,0,0,0
1503960366,17/04/2016,8:00:00 AM,48,0,0,0
1503960366,17/04/2016,9:00:00 AM,48,0,0,0
1503960366,17/04/2016,10:00:00 AM,47,0,0,0
1503960366,17/04/2016,11:00:00 AM,63,9,0.150000006,84
1503960366,17/04/2016,12:00:00 PM,76,18,0.300000012,260
1503960366,17/04/2016,1:00:00 PM,83,23,0.383332998,402
1503960366,17/04/2016,2:00:00 PM,69,10,0.166666999,252
1503960366,17/04/2016,3:00:00 PM,73,13,0.216666996,191
1503960366,17/04/2016,4:00:00 PM,57,2,0.033333,13
1503960366,17/04/2016,5:00:00 PM,174,71,1.183333039,2613
1503960366,17/04/2016,6:00:00 PM,136,39,0.649999976,1616
1503960366,17/04/2016,7:00:00 PM,95,24,0.400000006,754
1503960366,17/04/2016,8:00:00 PM,191,87,1.450000048,2955
1503960366,17/04/2016,9:00:00 PM,79,16,0.266667008,487
1503960366,17/04/2016,10:00:00 PM,58,5,0.083333001,70
1503960366,17/04/2016,11:00:00 PM,50,0,0,0
1503960366,18/04/2016,12:00:00 AM,82,21,0.349999994,416
1503960366,18/04/2016,1:00:00 AM,48,0,0,0
1503960366,18/04/2016,2:00:00 AM,47,0,0,0
1503960366,18/04/2016,3:00:00 AM,47,0,0,0
1503960366,18/04/2016,4:00:00 AM,47,0,0,0
1503960366,18/04/2016,5:00:00 AM,47,0,0,0
1503960366,18/04/2016,6:00:00 AM,47,0,0,0
1503960366,18/04/2016,7:00:00 AM,47,0,0,0
1503960366,18/04/2016,8:00:00 AM,47,0,0,0
1503960366,18/04/2016,9:00:00 AM,133,39,0.649999976,1688
1503960366,18/04/2016,10:00:00 AM,81,17,0.283333004,380
1503960366,18/04/2016,11:00:00 AM,73,15,0.25,328
1503960366,18/04/2016,12:00:00 PM,118,40,0.666666985,1306
1503960366,18/04/2016,1:00:00 PM,70,9,0.150000006,268
1503960366,18/04/2016,2:00:00 PM,64,7,0.116667002,137
1503960366,18/04/2016,3:00:00 PM,80,14,0.233333007,495
1503960366,18/04/2016,4:00:00 PM,78,17,0.283333004,277
1503960366,18/04/2016,5:00:00 PM,79,18,0.300000012,304
1503960366,18/04/2016,6:00:00 PM,234,114,1.899999976,4074
1503960366,18/04/2016,7:00:00 PM,157,30,0.5,2101
1503960366,18/04/2016,8:00:00 PM,57,2,0.033333,28
1503960366,18/04/2016,9:00:00 PM,68,11,0.183332995,187
1503960366,18/04/2016,10:00:00 PM,86,19,0.316666991,542
1503960366,18/04/2016,11:00:00 PM,83,18,0.300000012,488
1503960366,19/04/2016,12:00:00 AM,47,0,0,0
1503960366,19/04/2016,1:00:00 AM,49,1,0.016666999,22
1503960366,19/04/2016,2:00:00 AM,47,0,0,0
1503960366,19/04/2016,3:00:00 AM,50,2,0.033333,9
1503960366,19/04/2016,4:00:00 AM,47,0,0,0
1503960366,19/04/2016,5:00:00 AM,47,0,0,0
1503960366,19/04/2016,6:00:00 AM,49,1,0.016666999,7
1503960366,19/04/2016,7:00:00 AM,75,19,0.316666991,316
1503960366,19/04/2016,8:00:00 AM,130,38,0.633333027,1656
1503960366,19/04/2016,9:00:00 AM,79,16,0.266667008,367
1503960366,19/04/2016,10:00:00 AM,75,16,0.266667008,203
1503960366,19/04/2016,11:00:00 AM,72,13,0.216666996,194
1503960366,19/04/2016,12:00:00 PM,143,61,1.016667008,1887
1503960366,19/04/2016,1:00:00 PM,171,65,1.083333015,2697
1503960366,19/04/2016,2:00:00 PM,76,12,0.200000003,409
1503960366,19/04/2016,3:00:00 PM,72,12,0.200000003,299
1503960366,19/04/2016,4:00:00 PM,71,9,0.150000006,297
1503960366,19/04/2016,5:00:00 PM,90,13,0.216666996,732
1503960366,19/04/2016,6:00:00 PM,120,30,0.5,1280
1503960366,19/04/2016,7:00:00 PM,93,31,0.516667008,397
1503960366,19/04/2016,8:00:00 PM,159,69,1.149999976,2487
1503960366,19/04/2016,9:00:00 PM,94,16,0.266667008,826
1503960366,19/04/2016,10:00:00 PM,58,4,0.066666998,52
1503960366,19/04/2016,11:00:00 PM,120,48,0.800000012,1369
1503960366,20/04/2016,12:00:00 AM,54,2,0.033333,16
1503960366,20/04/2016,1:00:00 AM,53,2,0.033333,36
1503960366,20/04/2016,2:00:00 AM,47,0,0,0
1503960366,20/04/2016,3:00:00 AM,48,0,0,0
1503960366,20/04/2016,4:00:00 AM,48,0,0,0
1503960366,20/04/2016,5:00:00 AM,47,0,0,0
1503960366,20/04/2016,6:00:00 AM,48,0,0,0
1503960366,20/04/2016,7:00:00 AM,51,3,0.050000001,29
1503960366,20/04/2016,8:00:00 AM,70,14,0.233333007,264
1503960366,20/04/2016,9:00:00 AM,144,50,0.833333015,1993
1503960366,20/04/2016,10:00:00 AM,79,13,0.216666996,459
1503960366,20/04/2016,11:00:00 AM,58,1,0.016666999,65
1503960366,20/04/2016,12:00:00 PM,64,8,0.133332998,185
1503960366,20/04/2016,1:00:00 PM,61,5,0.083333001,64
1503960366,20/04/2016,2:00:00 PM,113,39,0.649999976,1270
1503960366,20/04/2016,3:00:00 PM,97,21,0.349999994,797
1503960366,20/04/2016,4:00:00 PM,70,11,0.183332995,261
1503960366,20/04/2016,5:00:00 PM,57,2,0.033333,13
1503960366,20/04/2016,6:00:00 PM,114,32,0.533333004,1308
1503960366,20/04/2016,7:00:00 PM,117,36,0.600000024,1558
1503960366,20/04/2016,8:00:00 PM,80,12,0.200000003,499
1503960366,20/04/2016,9:00:00 PM,83,22,0.366667002,395
1503960366,20/04/2016,10:00:00 PM,62,7,0.116667002,77
1503960366,20/04/2016,11:00:00 PM,120,33,0.550000012,1255
1503960366,21/04/2016,12:00:00 AM,54,2,0.033333,17
1503960366,21/04/2016,1:00:00 AM,61,8,0.133332998,129
1503960366,21/04/2016,2:00:00 AM,55,5,0.083333001,81
1503960366,21/04/2016,3:00:00 AM,48,0,0,0
1503960366,21/04/2016,4:00:00 AM,47,0,0,0
1503960366,21/04/2016,5:00:00 AM,47,0,0,0
1503960366,21/04/2016,6:00:00 AM,48,0,0,0
1503960366,21/04/2016,7:00:00 AM,52,3,0.050000001,38
1503960366,21/04/2016,8:00:00 AM,71,15,0.25,245
1503960366,21/04/2016,9:00:00 AM,133,26,0.433333009,1672
1503960366,21/04/2016,10:00:00 AM,77,16,0.266667008,255
1503960366,21/04/2016,11:00:00 AM,55,0,0,0
1503960366,21/04/2016,12:00:00 PM,73,11,0.183332995,384
1503960366,21/04/2016,1:00:00 PM,113,25,0.416667014,1140
1503960366,21/04/2016,2:00:00 PM,58,2,0.033333,12
1503960366,21/04/2016,3:00:00 PM,68,8,0.133332998,213
1503960366,21/04/2016,4:00:00 PM,60,4,0.066666998,26
1503960366,21/04/2016,5:00:00 PM,60,5,0.083333001,96
1503960366,21/04/2016,6:00:00 PM,69,9,0.150000006,213
1503960366,21/04/2016,7:00:00 PM,64,8,0.133332998,100
1503960366,21/04/2016,8:00:00 PM,213,92,1.533332944,3541
1503960366,21/04/2016,9:00:00 PM,104,21,0.349999994,970
1503960366,21/04/2016,10:00:00 PM,63,9,0.150000006,89
1503960366,21/04/2016,11:00:00 PM,84,15,0.25,598
1503960366,22/04/2016,12:00:00 AM,47,0,0,0
1503960366,22/04/2016,1:00:00 AM,47,0,0,0
1503960366,22/04/2016,2:00:00 AM,47,0,0,0
1503960366,22/04/2016,3:00:00 AM,47,0,0,0
1503960366,22/04/2016,4:00:00 AM,47,0,0,0
1503960366,22/04/2016,5:00:00 AM,47,0,0,0
1503960366,22/04/2016,6:00:00 AM,47,0,0,0
1503960366,22/04/2016,7:00:00 AM,47,0,0,0
1503960366,22/04/2016,8:00:00 AM,47,0,0,0
1503960366,22/04/2016,9:00:00 AM,65,13,0.216666996,192
1503960366,22/04/2016,10:00:00 AM,54,2,0.033333,29
1503960366,22/04/2016,11:00:00 AM,102,34,0.56666702,958
1503960366,22/04/2016,12:00:00 PM,57,2,0.033333,38
1503960366,22/04/2016,1:00:00 PM,60,4,0.066666998,118
1503960366,22/04/2016,2:00:00 PM,54,0,0,0
1503960366,22/04/2016,3:00:00 PM,66,10,0.166666999,180
1503960366,22/04/2016,4:00:00 PM,58,4,0.066666998,22
1503960366,22/04/2016,5:00:00 PM,104,18,0.300000012,1041
1503960366,22/04/2016,6:00:00 PM,87,23,0.383332998,514
1503960366,22/04/2016,7:00:00 PM,82,16,0.266667008,629
1503960366,22/04/2016,8:00:00 PM,71,13,0.216666996,329
1503960366,22/04/2016,9:00:00 PM,311,159,2.650000095,5934
1503960366,22/04/2016,10:00:00 PM,95,30,0.5,855
1503960366,22/04/2016,11:00:00 PM,136,54,0.899999976,1925
1503960366,23/04/2016,12:00:00 AM,63,9,0.150000006,182
1503960366,23/04/2016,1:00:00 AM,47,0,0,0
1503960366,23/04/2016,2:00:00 AM,49,1,0.016666999,11
1503960366,23/04/2016,3:00:00 AM,47,0,0,0
1503960366,23/04/2016,4:00:00 AM,47,0,0,0
1503960366,23/04/2016,5:00:00 AM,48,0,0,0
1503960366,23/04/2016,6:00:00 AM,50,2,0.033333,12
1503960366,23/04/2016,7:00:00 AM,48,0,0,0
1503960366,23/04/2016,8:00:00 AM,59,8,0.133332998,127
1503960366,23/04/2016,9:00:00 AM,75,17,0.283333004,285
1503960366,23/04/2016,10:00:00 AM,56,4,0.066666998,49
1503960366,23/04/2016,11:00:00 AM,84,11,0.183332995,703
1503960366,23/04/2016,12:00:00 PM,129,49,0.81666702,1597
1503960366,23/04/2016,1:00:00 PM,129,51,0.850000024,1453
1503960366,23/04/2016,2:00:00 PM,78,20,0.333332986,202
1503960366,23/04/2016,3:00:00 PM,73,15,0.25,158
1503960366,23/04/2016,4:00:00 PM,140,52,0.866666973,2008
1503960366,23/04/2016,5:00:00 PM,121,26,0.433333009,1472
1503960366,23/04/2016,6:00:00 PM,173,66,1.100000024,2569
1503960366,23/04/2016,7:00:00 PM,51,2,0.033333,29
1503960366,23/04/2016,8:00:00 PM,63,9,0.150000006,142
1503960366,23/04/2016,9:00:00 PM,162,54,0.899999976,2432
1503960366,23/04/2016,10:00:00 PM,96,25,0.416667014,709
1503960366,23/04/2016,11:00:00 PM,60,6,0.100000001,231
1503960366,24/04/2016,12:00:00 AM,66,10,0.166666999,141
1503960366,24/04/2016,1:00:00 AM,54,2,0.033333,42
1503960366,24/04/2016,2:00:00 AM,48,0,0,0
1503960366,24/04/2016,3:00:00 AM,48,0,0,0
1503960366,24/04/2016,4:00:00 AM,49,1,0.016666999,8
1503960366,24/04/2016,5:00:00 AM,48,0,0,0
1503960366,24/04/2016,6:00:00 AM,49,1,0.016666999,7
1503960366,24/04/2016,7:00:00 AM,47,0,0,0
1503960366,24/04/2016,8:00:00 AM,49,1,0.016666999,8
1503960366,24/04/2016,9:00:00 AM,59,8,0.133332998,76
1503960366,24/04/2016,10:00:00 AM,90,26,0.433333009,492
1503960366,24/04/2016,11:00:00 AM,67,12,0.200000003,149
1503960366,24/04/2016,12:00:00 PM,82,12,0.200000003,548
1503960366,24/04/2016,1:00:00 PM,74,12,0.200000003,394
1503960366,24/04/2016,2:00:00 PM,52,1,0.016666999,26
1503960366,24/04/2016,3:00:00 PM,52,2,0.033333,27
1503960366,24/04/2016,4:00:00 PM,102,29,0.483332992,885
1503960366,24/04/2016,5:00:00 PM,86,25,0.416667014,411
1503960366,24/04/2016,6:00:00 PM,115,40,0.666666985,911
1503960366,24/04/2016,7:00:00 PM,270,131,2.18333292,4871
1503960366,24/04/2016,8:00:00 PM,76,18,0.300000012,342
1503960366,24/04/2016,9:00:00 PM,74,17,0.283333004,244
1503960366,24/04/2016,10:00:00 PM,61,7,0.116667002,66
1503960366,24/04/2016,11:00:00 PM,72,10,0.166666999,391
1503960366,25/04/2016,12:00:00 AM,62,8,0.133332998,95
1503960366,25/04/2016,1:00:00 AM,53,3,0.050000001,22
1503960366,25/04/2016,2:00:00 AM,57,6,0.100000001,97
1503960366,25/04/2016,3:00:00 AM,47,0,0,0
1503960366,25/04/2016,4:00:00 AM,50,2,0.033333,25
1503960366,25/04/2016,5:00:00 AM,49,1,0.016666999,4
1503960366,25/04/2016,6:00:00 AM,47,0,0,0
1503960366,25/04/2016,7:00:00 AM,52,3,0.050000001,44
1503960366,25/04/2016,8:00:00 AM,83,22,0.366667002,426
1503960366,25/04/2016,9:00:00 AM,146,46,0.766667008,2041
1503960366,25/04/2016,10:00:00 AM,73,12,0.200000003,258
1503960366,25/04/2016,11:00:00 AM,121,24,0.400000006,1468
1503960366,25/04/2016,12:00:00 PM,92,19,0.316666991,707
1503960366,25/04/2016,1:00:00 PM,75,13,0.216666996,299
1503960366,25/04/2016,2:00:00 PM,62,5,0.083333001,94
1503960366,25/04/2016,3:00:00 PM,76,13,0.216666996,359
1503960366,25/04/2016,4:00:00 PM,71,10,0.166666999,263
1503960366,25/04/2016,5:00:00 PM,67,8,0.133332998,188
1503960366,25/04/2016,6:00:00 PM,61,6,0.100000001,116
1503960366,25/04/2016,7:00:00 PM,182,86,1.433333039,2815
1503960366,25/04/2016,8:00:00 PM,95,30,0.5,895
1503960366,25/04/2016,9:00:00 PM,267,132,2.200000048,4895
1503960366,25/04/2016,10:00:00 PM,68,11,0.183332995,188
1503960366,25/04/2016,11:00:00 PM,54,3,0.050000001,56
1503960366,26/04/2016,12:00:00 AM,56,4,0.066666998,101
1503960366,26/04/2016,1:00:00 AM,66,11,0.183332995,178
1503960366,26/04/2016,2:00:00 AM,51,0,0,0
1503960366,26/04/2016,3:00:00 AM,64,11,0.183332995,145
1503960366,26/04/2016,4:00:00 AM,48,0,0,0
1503960366,26/04/2016,5:00:00 AM,49,1,0.016666999,7
1503960366,26/04/2016,6:00:00 AM,48,0,0,0
1503960366,26/04/2016,7:00:00 AM,52,3,0.050000001,28
1503960366,26/04/2016,8:00:00 AM,67,13,0.216666996,173
1503960366,26/04/2016,9:00:00 AM,139,31,0.516667008,1826
1503960366,26/04/2016,10:00:00 AM,92,22,0.366667002,666
1503960366,26/04/2016,11:00:00 AM,78,17,0.283333004,266
1503960366,26/04/2016,12:00:00 PM,74,10,0.166666999,415
1503960366,26/04/2016,1:00:00 PM,126,42,0.699999988,1571
1503960366,26/04/2016,2:00:00 PM,142,60,1,1998
1503960366,26/04/2016,3:00:00 PM,74,9,0.150000006,323
1503960366,26/04/2016,4:00:00 PM,93,22,0.366667002,697
1503960366,26/04/2016,5:00:00 PM,60,5,0.083333001,143
1503960366,26/04/2016,6:00:00 PM,169,72,1.200000048,2513
1503960366,26/04/2016,7:00:00 PM,73,15,0.25,148
1503960366,26/04/2016,8:00:00 PM,127,26,0.433333009,1649
1503960366,26/04/2016,9:00:00 PM,79,14,0.233333007,450
1503960366,26/04/2016,10:00:00 PM,66,9,0.150000006,148
1503960366,26/04/2016,11:00:00 PM,80,21,0.349999994,310
1503960366,27/04/2016,12:00:00 AM,68,10,0.166666999,277
1503960366,27/04/2016,1:00:00 AM,59,5,0.083333001,60
1503960366,27/04/2016,2:00:00 AM,53,2,0.033333,17
1503960366,27/04/2016,3:00:00 AM,47,0,0,0
1503960366,27/04/2016,4:00:00 AM,47,0,0,0
1503960366,27/04/2016,5:00:00 AM,47,0,0,0
1503960366,27/04/2016,6:00:00 AM,47,0,0,0
1503960366,27/04/2016,7:00:00 AM,47,0,0,0
1503960366,27/04/2016,8:00:00 AM,47,0,0,0
1503960366,27/04/2016,9:00:00 AM,149,33,0.550000012,1916
1503960366,27/04/2016,10:00:00 AM,93,27,0.449999988,502
1503960366,27/04/2016,11:00:00 AM,100,23,0.383332998,797
1503960366,27/04/2016,12:00:00 PM,89,12,0.200000003,701
1503960366,27/04/2016,1:00:00 PM,76,13,0.216666996,319
1503960366,27/04/2016,2:00:00 PM,150,35,0.583333015,1932
1503960366,27/04/2016,3:00:00 PM,63,6,0.100000001,59
1503960366,27/04/2016,4:00:00 PM,64,7,0.116667002,98
1503960366,27/04/2016,5:00:00 PM,73,13,0.216666996,261
1503960366,27/04/2016,6:00:00 PM,178,73,1.216667056,2714
1503960366,27/04/2016,7:00:00 PM,318,150,2.5,5786
1503960366,27/04/2016,8:00:00 PM,174,70,1.166666985,2420
1503960366,27/04/2016,9:00:00 PM,76,20,0.333332986,266
1503960366,27/04/2016,10:00:00 PM,47,0,0,0
1503960366,27/04/2016,11:00:00 PM,47,0,0,0
1503960366,28/04/2016,12:00:00 AM,47,0,0,0
1503960366,28/04/2016,1:00:00 AM,62,10,0.166666999,127
1503960366,28/04/2016,2:00:00 AM,48,0,0,0
1503960366,28/04/2016,3:00:00 AM,47,0,0,0
1503960366,28/04/2016,4:00:00 AM,48,0,0,0
1503960366,28/04/2016,5:00:00 AM,47,0,0,0
1503960366,28/04/2016,6:00:00 AM,48,0,0,0
1503960366,28/04/2016,7:00:00 AM,49,1,0.016666999,14
1503960366,28/04/2016,8:00:00 AM,63,11,0.183332995,128
1503960366,28/04/2016,9:00:00 AM,116,38,0.633333027,1192
1503960366,28/04/2016,10:00:00 AM,105,19,0.316666991,987
1503960366,28/04/2016,11:00:00 AM,73,10,0.166666999,288
1503960366,28/04/2016,12:00:00 PM,78,16,0.266667008,317
1503960366,28/04/2016,1:00:00 PM,108,33,0.550000012,1144
1503960366,28/04/2016,2:00:00 PM,124,47,0.783333004,1512
1503960366,28/04/2016,3:00:00 PM,61,5,0.083333001,115
1503960366,28/04/2016,4:00:00 PM,81,10,0.166666999,554
1503960366,28/04/2016,5:00:00 PM,72,11,0.183332995,235
1503960366,28/04/2016,6:00:00 PM,138,56,0.93333298,1829
1503960366,28/04/2016,7:00:00 PM,56,1,0.016666999,13
1503960366,28/04/2016,8:00:00 PM,151,50,0.833333015,2122
1503960366,28/04/2016,9:00:00 PM,103,21,0.349999994,986
1503960366,28/04/2016,10:00:00 PM,55,2,0.033333,16
1503960366,28/04/2016,11:00:00 PM,121,48,0.800000012,1512
1503960366,29/04/2016,12:00:00 AM,65,9,0.150000006,202
1503960366,29/04/2016,1:00:00 AM,49,0,0,0
1503960366,29/04/2016,2:00:00 AM,54,4,0.066666998,71
1503960366,29/04/2016,3:00:00 AM,47,0,0,0
1503960366,29/04/2016,4:00:00 AM,47,0,0,0
1503960366,29/04/2016,5:00:00 AM,48,0,0,0
1503960366,29/04/2016,6:00:00 AM,47,0,0,0
1503960366,29/04/2016,7:00:00 AM,52,3,0.050000001,27
1503960366,29/04/2016,8:00:00 AM,67,13,0.216666996,201
1503960366,29/04/2016,9:00:00 AM,142,33,0.550000012,1820
1503960366,29/04/2016,10:00:00 AM,60,4,0.066666998,44
1503960366,29/04/2016,11:00:00 AM,60,4,0.066666998,104
1503960366,29/04/2016,12:00:00 PM,65,6,0.100000001,214
1503960366,29/04/2016,1:00:00 PM,62,6,0.100000001,41
1503960366,29/04/2016,2:00:00 PM,136,56,0.93333298,1711
1503960366,29/04/2016,3:00:00 PM,110,23,0.383332998,1076
1503960366,29/04/2016,4:00:00 PM,73,10,0.166666999,285
1503960366,29/04/2016,5:00:00 PM,75,9,0.150000006,380
1503960366,29/04/2016,6:00:00 PM,60,5,0.083333001,118
1503960366,29/04/2016,7:00:00 PM,71,11,0.183332995,267
1503960366,29/04/2016,8:00:00 PM,80,16,0.266667008,386
1503960366,29/04/2016,9:00:00 PM,118,20,0.333332986,1366
1503960366,29/04/2016,10:00:00 PM,111,27,0.449999988,1111
1503960366,29/04/2016,11:00:00 PM,140,56,0.93333298,1757
1503960366,30/04/2016,12:00:00 AM,51,1,0.016666999,19
